,Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Std,Bwd Packets/s,Avg Packet Size,Avg Bwd Segment Size,Subflow Bwd Packets,Label
562000,35.0,62.064484,231299,57824.75,4,132210.95,17.293633,39.555557,35.0,4,1
562001,44.666668,72.23111,69542,23180.666,17,47197.965,43.139397,186.57143,44.666668,3,1
562002,6.0,0.0,0,0.0,0,0.0,43478.26,9.0,6.0,1,1
562003,6.0,0.0,0,0.0,0,0.0,50000.0,9.0,6.0,1,1
562018,36.25,61.96975,196135,49033.75,35,111672.125,20.394115,39.88889,36.25,4,1
562019,8.148149,16.637543,89356,3309.4814,2,10584.069,604.3243,1343.1951,8.148149,54,1
562020,6.0,0.0,0,0.0,0,0.0,12987.013,9.0,6.0,1,1
562021,35.0,62.064484,195885,48971.25,73,111741.13,20.420145,39.22222,35.0,4,1
562022,44.666668,72.23111,64654,21551.334,26,43953.758,46.40084,167.0,44.666668,3,1
562023,35.0,62.064484,376751,94187.75,46,215902.84,10.617092,39.11111,35.0,4,1
562024,35.0,62.064484,340186,85046.5,22,194453.44,11.758273,39.22222,35.0,4,1
562026,6.0,0.0,0,0.0,0,0.0,20408.164,9.0,6.0,1,1
562027,6.0,0.0,0,0.0,0,0.0,15625.0,9.0,6.0,1,1
562028,44.666668,72.23111,225433,75144.336,477,156144.03,13.307723,286.2857,44.666668,3,1
562029,44.666668,72.23111,114927,38309.0,94,79072.22,26.103527,169.57143,44.666668,3,1
562032,6.0,0.0,0,0.0,0,0.0,125000.0,9.0,6.0,1,1
562034,6.0,0.0,0,0.0,0,0.0,50000.0,9.0,6.0,1,1
562035,44.666668,72.23111,95651,31883.666,4,65950.44,31.364021,49.142857,44.666668,3,1
562043,6.0,0.0,0,0.0,0,0.0,18867.924,9.0,6.0,1,1
562059,35.25,61.910553,216764,54191.0,35,123646.94,18.453249,39.444443,35.25,4,1
562060,44.666668,72.23111,69424,23141.334,37,47323.12,43.212723,48.714287,44.666668,3,1
562065,6.0,0.0,0,0.0,0,0.0,13698.63,9.0,6.0,1,1
562067,44.666668,72.23111,66476,22158.666,36,45122.605,45.12907,48.57143,44.666668,3,1
562068,44.666668,72.23111,73231,24410.334,52,50007.297,40.96626,48.714287,44.666668,3,1
562072,44.666668,72.23111,86530,28843.334,4,59370.81,34.670055,49.142857,44.666668,3,1
562088,44.666668,72.23111,66086,22028.666,38,44766.93,45.395393,48.714287,44.666668,3,1
562089,44.666668,72.23111,62884,20961.334,49,42475.195,47.70689,48.57143,44.666668,3,1
562090,44.666668,72.23111,77206,25735.334,52,52755.824,38.857082,48.714287,44.666668,3,1
562091,44.666668,72.23111,78021,26007.0,64,53054.93,38.451187,265.2857,44.666668,3,1
562095,6.0,0.0,0,0.0,0,0.0,25000.0,9.0,6.0,1,1
562096,44.666668,72.23111,59701,19900.334,4,40268.316,50.250416,49.142857,44.666668,3,1
562143,44.666668,72.23111,68325,22775.0,72,46650.664,43.907795,48.714287,44.666668,3,1
562149,44.666668,72.23111,237788,79262.664,50,165881.6,12.61628,48.57143,44.666668,3,1
562150,35.0,62.064484,332981,83245.25,30,190947.47,12.012697,39.333332,35.0,4,1
562151,44.666668,72.23111,114785,38261.668,40,79254.65,26.135818,140.85715,44.666668,3,1
562152,44.666668,72.23111,715339,238446.33,26,503757.72,4.1938157,48.714287,44.666668,3,1
562167,6.0,0.0,0,0.0,0,0.0,13513.514,9.0,6.0,1,1
562169,44.666668,72.23111,72508,24169.334,4,49575.965,41.374744,49.142857,44.666668,3,1
562194,44.666668,72.23111,68009,22669.666,73,46181.85,44.11181,48.714287,44.666668,3,1
562201,44.666668,72.23111,65314,21771.334,131,44428.934,45.93196,48.57143,44.666668,3,1
562212,6.0,0.0,0,0.0,0,0.0,8064.516,9.0,6.0,1,1
562218,44.666668,72.23111,67867,22622.334,65,45995.176,44.204105,48.857143,44.666668,3,1
562219,44.666668,72.23111,71411,23803.666,20,48643.996,42.010334,48.714287,44.666668,3,1
562233,44.666668,72.23111,69652,23217.334,46,47738.9,43.07127,49.142857,44.666668,3,1
562234,6.0,0.0,0,0.0,0,0.0,71428.57,9.0,6.0,1,1
562240,44.666668,72.23111,86728,28909.334,18,59744.867,34.590904,49.142857,44.666668,3,1
562250,44.666668,72.23111,62382,20794.0,71,42228.418,48.090794,48.714287,44.666668,3,1
562251,44.666668,72.23111,63982,21327.334,80,43306.754,46.888187,48.57143,44.666668,3,1
562255,6.0,0.0,0,0.0,0,0.0,11494.253,9.0,6.0,1,1
562257,44.666668,72.23111,64190,21396.666,52,43412.113,46.73625,48.857143,44.666668,3,1
562258,44.666668,72.23111,58897,19632.334,22,39909.812,50.936382,48.714287,44.666668,3,1
562259,44.666668,72.23111,58821,19607.0,4,40001.03,51.002193,49.142857,44.666668,3,1
562280,36.25,61.96975,247348,61837.0,70,141336.58,16.171547,39.77778,36.25,4,1
562281,8.416667,17.64886,92640,3705.6,3,11849.313,518.1347,1357.7028,8.416667,48,1
562282,36.25,61.96975,221092,55273.0,70,126025.375,18.092016,39.666668,36.25,4,1
562283,6.0,0.0,0,0.0,0,0.0,35714.285,9.0,6.0,1,1
562285,7.3809524,13.335256,98381,2588.9736,6,8306.382,853.8234,1666.1138,7.3809524,84,1
562286,36.25,61.96975,200804,50201.0,61,114520.96,19.919922,39.88889,36.25,4,1
562287,36.25,61.96975,353334,88333.5,22,202505.4,11.320733,39.77778,36.25,4,1
562288,8.148149,16.637543,271712,10063.407,1,35655.547,198.73984,1343.2195,8.148149,54,1
562289,7.432099,13.58026,95859,2819.3823,6,8383.313,844.9911,1797.2156,7.432099,81,1
562291,6.0,0.0,0,0.0,0,0.0,12820.513,9.0,6.0,1,1
562292,6.0,0.0,0,0.0,0,0.0,20833.334,9.0,6.0,1,1
562293,6.0,0.0,0,0.0,0,0.0,6622.5166,9.0,6.0,1,1
562294,36.25,61.96975,212812,53203.0,48,121685.93,18.795933,40.11111,36.25,4,1
562295,6.0,0.0,0,0.0,0,0.0,62500.0,9.0,6.0,1,1
562296,10.142858,23.125607,93817,4690.85,48,16272.552,298.45337,1502.1224,10.142858,28,1
562297,6.0,0.0,0,0.0,0,0.0,55555.555,9.0,6.0,1,1
562429,44.666668,72.23111,67320,22440.0,46,45708.09,44.56328,48.714287,44.666668,3,1
562432,44.666668,72.23111,70903,23634.334,51,48004.066,42.311325,48.57143,44.666668,3,1
562433,44.666668,72.23111,70098,23366.0,67,47718.395,42.797226,48.857143,44.666668,3,1
562434,44.666668,72.23111,66444,22148.0,229,44590.86,45.150803,48.714287,44.666668,3,1
562438,6.0,0.0,0,0.0,0,0.0,9615.385,9.0,6.0,1,1
562440,44.666668,72.23111,71697,23899.0,49,49107.152,41.842754,49.142857,44.666668,3,1
562441,6.0,0.0,0,0.0,0,0.0,83333.336,9.0,6.0,1,1
562501,44.666668,72.23111,90028,30009.334,189,61861.945,33.322968,48.714287,44.666668,3,1
562557,44.666668,72.23111,104121,34707.0,46,71709.82,28.812632,48.57143,44.666668,3,1
562558,44.666668,72.23111,74123,24707.666,57,50560.965,40.473267,48.857143,44.666668,3,1
562561,44.666668,72.23111,61144,20381.334,3,41416.66,49.064503,48.714287,44.666668,3,1
562585,44.666668,72.23111,60272,20090.666,48,40811.375,49.774357,49.142857,44.666668,3,1
562835,35.0,62.064484,224568,56142.0,24,128155.375,17.811977,39.22222,35.0,4,1
562838,44.666668,72.23111,70993,23664.334,38,47638.492,42.257687,169.57143,44.666668,3,1
562891,6.0,0.0,0,0.0,0,0.0,31250.0,9.0,6.0,1,1
562916,35.0,62.064484,202412,50603.0,72,115605.53,19.761675,39.22222,35.0,4,1
562917,44.666668,72.23111,72741,24247.0,86,49301.605,41.242214,167.0,44.666668,3,1
562920,6.0,0.0,0,0.0,0,0.0,62500.0,9.0,6.0,1,1
562925,35.0,62.064484,188972,47243.0,43,107500.516,21.167156,39.11111,35.0,4,1
562926,44.666668,72.23111,97051,32350.334,446,65941.24,30.911583,286.2857,44.666668,3,1
562928,35.0,62.064484,209181,52295.25,52,119456.24,19.122196,39.333332,35.0,4,1
562929,44.666668,72.23111,138008,46002.668,21,95774.08,21.737871,48.714287,44.666668,3,1
562930,44.666668,72.23111,122908,40969.332,30,85079.086,24.4085,140.85715,44.666668,3,1
562934,35.0,62.064484,207432,51858.0,3,118216.94,19.283428,39.555557,35.0,4,1
562938,6.0,0.0,0,0.0,0,0.0,23809.523,9.0,6.0,1,1
562943,44.666668,72.23111,76288,25429.334,18,52246.0,39.324665,186.57143,44.666668,3,1
562948,6.0,0.0,0,0.0,0,0.0,52631.58,9.0,6.0,1,1
562986,44.666668,72.23111,96975,32325.0,54,66575.516,30.935808,48.714287,44.666668,3,1
562993,44.666668,72.23111,70073,23357.666,64,47908.605,42.812496,48.714287,44.666668,3,1
562996,44.666668,72.23111,64381,21460.334,691,39816.477,46.5976,48.57143,44.666668,3,1
562998,44.666668,72.23111,62933,20977.666,112,42829.457,47.669743,48.714287,44.666668,3,1
562999,44.666668,72.23111,58223,19407.666,36,39313.723,51.526028,48.857143,44.666668,3,1
563001,44.666668,72.23111,63583,21194.334,3,43359.79,47.182423,49.142857,44.666668,3,1
563013,44.666668,72.23111,88707,29569.0,54,60741.887,33.819202,48.714287,44.666668,3,1
563019,44.666668,72.23111,64334,21444.666,71,43614.348,46.63164,48.714287,44.666668,3,1
563021,44.666668,72.23111,62491,20830.334,49,42163.363,48.006912,48.57143,44.666668,3,1
563024,44.666668,72.23111,72222,24074.0,125,49235.844,41.53859,48.714287,44.666668,3,1
563025,44.666668,72.23111,90202,30067.334,38,61971.547,33.258686,48.857143,44.666668,3,1
563028,44.666668,72.23111,77831,25943.666,3,53283.324,38.54505,49.142857,44.666668,3,1
563034,44.666668,72.23111,105495,35165.0,157,72580.98,28.437366,48.714287,44.666668,3,1
563038,44.666668,72.23111,78937,26312.334,38,53984.773,38.00499,48.714287,44.666668,3,1
563039,44.666668,72.23111,82772,27590.666,46,54718.75,36.24414,48.57143,44.666668,3,1
563050,44.666668,72.23111,79794,26598.0,51,54636.727,37.596813,48.714287,44.666668,3,1
563051,44.666668,72.23111,95195,31731.666,21,65690.22,31.51426,48.857143,44.666668,3,1
563072,44.666668,72.23111,75610,25203.334,48,51820.32,39.67729,49.142857,44.666668,3,1
563088,44.666668,72.23111,88361,29453.666,53,60679.66,33.95163,48.714287,44.666668,3,1
563101,44.666668,72.23111,67230,22410.0,163,45805.67,44.622936,48.714287,44.666668,3,1
563103,44.666668,72.23111,69598,23199.334,75,47215.64,43.104687,48.57143,44.666668,3,1
563105,44.666668,72.23111,63579,21193.0,58,43234.63,47.18539,48.714287,44.666668,3,1
563106,44.666668,72.23111,68141,22713.666,25,46266.703,44.026356,48.857143,44.666668,3,1
563110,44.666668,72.23111,64797,21599.0,4,44151.746,46.29844,49.142857,44.666668,3,1
563117,44.666668,72.23111,104882,34960.668,20,72186.41,28.603573,48.714287,44.666668,3,1
563120,44.666668,72.23111,72363,24121.0,69,49424.645,41.45765,48.714287,44.666668,3,1
563133,44.666668,72.23111,78863,26287.666,83,53804.46,38.040653,48.57143,44.666668,3,1
563136,44.666668,72.23111,71763,23921.0,21,48989.066,41.80427,48.714287,44.666668,3,1
563137,44.666668,72.23111,62656,20885.334,33,42557.93,47.88049,48.857143,44.666668,3,1
563143,44.666668,72.23111,62023,20674.334,47,42272.258,48.369152,49.142857,44.666668,3,1
563146,44.666668,72.23111,62528,20842.666,19,42490.047,47.978504,49.142857,44.666668,3,1
563147,6.0,0.0,0,0.0,0,0.0,19607.844,9.0,6.0,1,1
563155,44.666668,72.23111,80229,26743.0,21,54995.23,37.392963,48.714287,44.666668,3,1
563162,44.666668,72.23111,65081,21693.666,38,44261.348,46.0964,48.714287,44.666668,3,1
563166,44.666668,72.23111,63897,21299.0,50,43007.65,46.95056,48.57143,44.666668,3,1
563167,44.666668,72.23111,63794,21264.666,19,43408.58,47.026367,48.714287,44.666668,3,1
563168,44.666668,72.23111,66461,22153.666,62,45362.312,45.139256,48.857143,44.666668,3,1
563169,44.666668,72.23111,67674,22558.0,3,46261.754,44.33017,49.142857,44.666668,3,1
563170,6.0,0.0,0,0.0,0,0.0,20408.164,9.0,6.0,1,1
563180,44.666668,72.23111,79912,26637.334,54,54659.355,37.541294,48.714287,44.666668,3,1
563277,44.666668,72.23111,73464,24488.0,71,50283.07,40.836327,48.714287,44.666668,3,1
563285,44.666668,72.23111,73657,24552.334,112,50124.68,40.72933,48.57143,44.666668,3,1
563290,44.666668,72.23111,97575,32525.0,22,67091.7,30.74558,48.714287,44.666668,3,1
563291,44.666668,72.23111,95234,31744.666,88,65021.297,31.501354,48.857143,44.666668,3,1
563380,44.666668,72.23111,73392,24464.0,4,50406.105,40.87639,49.142857,44.666668,3,1
563601,44.666668,72.23111,74995,24998.334,21,51141.496,40.002666,48.714287,44.666668,3,1
563607,44.666668,72.23111,74019,24673.0,39,50498.03,40.530132,48.714287,44.666668,3,1
563608,44.666668,72.23111,80607,26869.0,44,54926.64,37.217613,48.57143,44.666668,3,1
563609,44.666668,72.23111,67653,22551.0,21,46110.434,44.343933,48.714287,44.666668,3,1
563610,44.666668,72.23111,105752,35250.668,24,72952.2,28.368258,48.857143,44.666668,3,1
563611,6.0,0.0,0,0.0,0,0.0,10101.01,9.0,6.0,1,1
563612,44.666668,72.23111,70415,23471.666,12,47989.92,42.604557,49.142857,44.666668,3,1
563613,6.0,0.0,0,0.0,0,0.0,20000.0,9.0,6.0,1,1
563639,44.666668,72.23111,70733,23577.666,34,48273.473,42.413017,48.714287,44.666668,3,1
563650,44.666668,72.23111,65252,21750.666,39,44217.508,45.9756,48.714287,44.666668,3,1
563656,44.666668,72.23111,70747,23582.334,75,47778.5,42.404625,48.57143,44.666668,3,1
563657,44.666668,72.23111,71906,23968.666,19,49095.133,41.721134,48.714287,44.666668,3,1
563658,44.666668,72.23111,72180,24060.0,37,49163.72,41.56276,48.857143,44.666668,3,1
563668,44.666668,72.23111,68068,22689.334,3,46249.734,44.073574,49.142857,44.666668,3,1
563674,44.666668,72.23111,74883,24961.0,21,51037.555,40.062496,48.714287,44.666668,3,1
563676,44.666668,72.23111,73487,24495.666,39,50244.18,40.823547,48.714287,44.666668,3,1
563679,44.666668,72.23111,80279,26759.666,58,55032.707,37.369675,48.57143,44.666668,3,1
563680,44.666668,72.23111,64980,21660.0,36,44114.977,46.168053,48.857143,44.666668,3,1
563681,44.666668,72.23111,65269,21756.334,3,44557.625,45.963627,49.142857,44.666668,3,1
563683,6.0,0.0,0,0.0,0,0.0,13513.514,9.0,6.0,1,1
563696,44.666668,72.23111,70479,23493.0,20,48168.82,42.565872,48.714287,44.666668,3,1
563701,44.666668,72.23111,66008,22002.666,42,44694.805,45.449036,48.714287,44.666668,3,1
563705,44.666668,72.23111,63453,21151.0,47,42663.996,47.279087,48.57143,44.666668,3,1
563709,44.666668,72.23111,65281,21760.334,30,44184.273,45.955177,48.857143,44.666668,3,1
563711,44.666668,72.23111,62367,20789.0,4,42525.402,48.102364,49.142857,44.666668,3,1
563718,6.0,0.0,0,0.0,0,0.0,13333.333,9.0,6.0,1,1
563739,44.666668,72.23111,74439,24813.0,22,50833.906,40.301456,48.714287,44.666668,3,1
563751,44.666668,72.23111,64756,21585.334,79,44029.418,46.327755,48.714287,44.666668,3,1
563752,44.666668,72.23111,62662,20887.334,52,42242.56,47.875904,48.57143,44.666668,3,1
563760,44.666668,72.23111,64973,21657.666,27,44085.28,46.173027,48.857143,44.666668,3,1
563771,44.666668,72.23111,67688,22562.666,43,46242.664,44.321003,49.142857,44.666668,3,1
563834,36.25,61.96975,212138,53034.5,49,121202.03,18.85565,40.11111,36.25,4,1
563835,10.142858,23.125607,93269,4663.45,47,16153.827,300.20694,1502.1224,10.142858,28,1
563838,6.0,0.0,0,0.0,0,0.0,20408.164,9.0,6.0,1,1
563839,6.0,0.0,0,0.0,0,0.0,20833.334,9.0,6.0,1,1
563858,44.666668,72.23111,87447,29149.0,49,59844.566,34.306496,49.142857,44.666668,3,1
563865,6.0,0.0,0,0.0,0,0.0,21276.596,9.0,6.0,1,1
563908,44.666668,72.23111,77717,25905.666,18,53274.133,38.601593,49.142857,44.666668,3,1
563919,6.0,0.0,0,0.0,0,0.0,19230.77,9.0,6.0,1,1
563935,44.666668,72.23111,67102,22367.334,49,45742.74,44.708057,49.142857,44.666668,3,1
563987,36.25,61.96975,207270,51817.5,53,118164.9,19.2985,39.77778,36.25,4,1
563988,8.521739,18.029284,97097,3883.88,7,12626.874,473.75305,1552.7222,8.521739,46,1
563990,6.0,0.0,0,0.0,0,0.0,5847.953,9.0,6.0,1,1
563995,44.666668,72.23111,64661,21553.666,48,43878.098,46.395817,49.142857,44.666668,3,1
564006,44.666668,72.23111,78008,26002.666,22,53239.484,38.457596,48.714287,44.666668,3,1
564018,44.666668,72.23111,86906,28968.666,17,59923.766,34.520058,49.142857,44.666668,3,1
564020,6.0,0.0,0,0.0,0,0.0,20833.334,9.0,6.0,1,1
564202,36.25,61.96975,199641,49910.25,21,113783.8,20.035965,39.77778,36.25,4,1
564203,8.577778,18.22896,98418,4279.0435,51,12986.176,457.23343,1619.8406,8.577778,45,1
564210,6.0,0.0,0,0.0,0,0.0,25641.025,9.0,6.0,1,1
564215,36.25,61.96975,285043,71260.75,44,163279.22,14.03297,40.11111,36.25,4,1
564216,10.142858,23.125607,86644,3767.1304,47,14806.878,323.16144,1415.9807,10.142858,28,1
564217,6.0,0.0,0,0.0,0,0.0,50000.0,9.0,6.0,1,1
564218,6.0,0.0,0,0.0,0,0.0,18867.924,9.0,6.0,1,1
564239,44.666668,72.23111,159649,53216.332,24,111115.47,18.791224,48.714287,44.666668,3,1
564242,36.25,61.96975,199952,49988.0,64,113905.89,20.0048,39.77778,36.25,4,1
564243,9.411765,20.979237,82322,3292.88,47,12801.581,413.01233,1177.2,9.411765,34,1
564244,36.25,61.96975,183104,45776.0,103,104242.76,21.845509,39.666668,36.25,4,1
564245,6.0,0.0,0,0.0,0,0.0,58823.53,9.0,6.0,1,1
564246,7.432099,13.58026,108858,2864.6843,4,9689.809,744.0886,1687.625,7.432099,81,1
564247,36.25,61.96975,212037,53009.25,29,121104.58,18.864632,39.88889,36.25,4,1
564248,7.7058825,14.823397,120904,3778.25,3,12201.119,562.4297,1457.802,7.7058825,68,1
564249,44.666668,72.23111,69322,23107.334,20,47246.047,43.276306,48.714287,44.666668,3,1
564250,6.0,0.0,0,0.0,0,0.0,15384.615,9.0,6.0,1,1
564251,6.0,0.0,0,0.0,0,0.0,333333.34,9.0,6.0,1,1
564252,44.666668,72.23111,61903,20634.334,18,42071.438,48.462917,49.142857,44.666668,3,1
564269,44.666668,72.23111,79886,26628.666,48,54618.344,37.553513,49.142857,44.666668,3,1
564305,36.25,61.96975,408907,102226.75,70,234441.81,9.782175,39.77778,36.25,4,1
564306,9.515152,21.295717,112652,5120.5454,11,18347.66,292.93753,1261.1786,9.515152,33,1
564308,6.0,0.0,0,0.0,0,0.0,24390.244,9.0,6.0,1,1
564309,36.25,61.96975,212361,53090.25,71,120875.13,18.83585,39.666668,36.25,4,1
564310,8.974359,19.584482,82842,3313.68,188,11652.671,470.7757,1220.7693,8.974359,39,1
564311,36.25,61.96975,213507,53376.75,31,121986.14,18.734749,39.88889,36.25,4,1
564312,44.666668,72.23111,90155,30051.666,156,60176.91,33.276024,48.714287,44.666668,3,1
564313,7.8125,15.280317,176194,6292.643,2,19381.316,363.236,1582.9463,7.8125,64,1
564314,6.0,0.0,0,0.0,0,0.0,50000.0,9.0,6.0,1,1
564315,6.0,0.0,0,0.0,0,0.0,16129.032,9.0,6.0,1,1
564316,44.666668,72.23111,63774,21258.0,58,43426.258,47.041115,49.142857,44.666668,3,1
564319,44.666668,72.23111,70962,23654.0,59,48171.65,42.276146,48.714287,44.666668,3,1
564320,44.666668,72.23111,62467,20822.334,83,42225.59,48.025356,48.57143,44.666668,3,1
564321,44.666668,72.23111,61627,20542.334,55,41723.543,48.679962,48.714287,44.666668,3,1
564323,44.666668,72.23111,60216,20072.0,32,40399.133,49.820644,48.857143,44.666668,3,1
564325,44.666668,72.23111,81495,27165.0,18,55722.844,36.812073,49.142857,44.666668,3,1
564343,44.666668,72.23111,78757,26252.334,39,53702.64,38.09185,48.714287,44.666668,3,1
564345,44.666668,72.23111,75962,25320.666,88,51400.3,39.49343,48.57143,44.666668,3,1
564346,44.666668,72.23111,73832,24610.666,52,50377.824,40.63279,48.714287,44.666668,3,1
564347,44.666668,72.23111,73177,24392.334,31,49910.426,40.996487,48.857143,44.666668,3,1
564352,44.666668,72.23111,98171,32723.666,48,67727.4,30.558922,49.142857,44.666668,3,1
564357,6.0,0.0,0,0.0,0,0.0,17857.143,9.0,6.0,1,1
564360,44.666668,72.23111,71634,23878.0,50,48937.445,41.879555,48.714287,44.666668,3,1
564361,44.666668,72.23111,71053,23684.334,156,48245.895,42.222004,48.57143,44.666668,3,1
564362,6.0,0.0,0,0.0,0,0.0,200000.0,9.0,6.0,1,1
564363,44.666668,72.23111,69352,23117.334,53,47250.29,43.257584,48.714287,44.666668,3,1
564364,44.666668,72.23111,68495,22831.666,33,46552.375,43.798817,48.857143,44.666668,3,1
564382,44.666668,72.23111,122141,40713.668,18,84738.266,24.561777,49.142857,44.666668,3,1
564384,44.666668,72.23111,58445,19481.666,58,39383.727,51.33031,48.714287,44.666668,3,1
564385,44.666668,72.23111,71431,23810.334,157,48554.902,41.998573,48.57143,44.666668,3,1
564386,44.666668,72.23111,64557,21519.0,36,44028.004,46.470562,48.857143,44.666668,3,1
564387,36.25,61.96975,381695,95423.75,53,218861.42,10.479571,39.77778,36.25,4,1
564388,8.367347,17.467463,275622,10208.223,4,37986.15,177.77971,1451.039,8.367347,49,1
564391,6.0,0.0,0,0.0,0,0.0,333333.34,9.0,6.0,1,1
564399,36.25,61.96975,222082,55520.5,19,126975.25,18.011366,40.11111,36.25,4,1
564400,11.043478,25.52624,86250,4312.5,2,16737.814,266.66666,1300.2727,11.043478,23,1
564403,6.0,0.0,0,0.0,0,0.0,41666.668,9.0,6.0,1,1
564420,36.25,61.96975,330091,82522.75,41,189078.64,12.11787,39.77778,36.25,4,1
564421,9.135135,20.108265,84033,4001.5715,3,12574.248,440.30322,1197.356,9.135135,37,1
564422,36.25,61.96975,203760,50940.0,53,116041.875,19.630938,39.666668,36.25,4,1
564423,6.0,0.0,0,0.0,0,0.0,23255.814,9.0,6.0,1,1
564424,8.9,19.337488,81611,3022.6296,4,11273.725,490.13,1166.9412,8.9,40,1
564425,36.25,61.96975,209932,52483.0,31,119758.18,19.05379,39.88889,36.25,4,1
564426,7.9333334,15.782276,86958,2898.6,50,9302.822,689.9883,1617.4286,7.9333334,60,1
564427,44.666668,72.23111,74152,24717.334,52,50609.754,40.45744,48.714287,44.666668,3,1
564428,6.0,0.0,0,0.0,0,0.0,9009.009,9.0,6.0,1,1
564429,6.0,0.0,0,0.0,0,0.0,166666.67,9.0,6.0,1,1
564430,44.666668,72.23111,71796,23932.0,19,49143.215,41.785057,49.142857,44.666668,3,1
564435,44.666668,72.23111,83179,27726.334,44,57028.867,36.066795,48.714287,44.666668,3,1
564437,44.666668,72.23111,62186,20728.666,42,41676.875,48.24237,48.57143,44.666668,3,1
564438,44.666668,72.23111,67841,22613.666,62,46068.715,44.221046,48.857143,44.666668,3,1
564439,44.666668,72.23111,64030,21343.334,21,43494.137,46.85304,48.714287,44.666668,3,1
564442,44.666668,72.23111,65008,21669.334,48,44283.977,46.148167,49.142857,44.666668,3,1
564443,6.0,0.0,0,0.0,0,0.0,100000.0,9.0,6.0,1,1
564473,44.666668,72.23111,172865,57621.668,41,120198.25,17.354584,48.714287,44.666668,3,1
564475,44.666668,72.23111,80141,26713.666,45,53999.625,37.43402,48.57143,44.666668,3,1
564476,44.666668,72.23111,63483,21161.0,34,43142.0,47.256744,48.857143,44.666668,3,1
564477,44.666668,72.23111,76079,25359.666,22,51748.195,39.432693,48.714287,44.666668,3,1
564480,44.666668,72.23111,92996,30998.666,126,63942.254,32.259453,49.142857,44.666668,3,1
564481,6.0,0.0,0,0.0,0,0.0,18518.518,9.0,6.0,1,1
564513,44.666668,72.23111,65930,21976.666,72,44722.383,45.502808,48.714287,44.666668,3,1
564563,44.666668,72.23111,66502,22167.334,77,44950.777,45.111423,48.57143,44.666668,3,1
564564,44.666668,72.23111,59215,19738.334,57,40071.035,50.662838,48.857143,44.666668,3,1
564587,44.666668,72.23111,64460,21486.666,128,43429.793,46.54049,48.714287,44.666668,3,1
564661,44.666668,72.23111,75114,25038.0,38,51509.902,39.939293,49.142857,44.666668,3,1
564721,6.0,0.0,0,0.0,0,0.0,17241.379,9.0,6.0,1,1
564821,44.666668,72.23111,68605,22868.334,26,46481.664,43.728592,48.714287,44.666668,3,1
564844,44.666668,72.23111,59607,19869.0,43,40206.797,50.32966,48.714287,44.666668,3,1
564858,44.666668,72.23111,59347,19782.334,18,40391.355,50.550156,49.142857,44.666668,3,1
564860,44.666668,72.23111,62687,20895.666,67,42265.188,47.85681,48.57143,44.666668,3,1
564861,44.666668,72.23111,70190,23396.666,29,47806.074,42.74113,48.857143,44.666668,3,1
564867,6.0,0.0,0,0.0,0,0.0,16949.152,9.0,6.0,1,1
564871,44.666668,72.23111,72633,24211.0,54,48682.887,41.30354,48.714287,44.666668,3,1
564876,44.666668,72.23111,81010,27003.334,17,55537.582,37.032467,49.142857,44.666668,3,1
564898,44.666668,72.23111,61629,20543.0,71,41693.137,48.678383,48.714287,44.666668,3,1
564900,44.666668,72.23111,62534,20844.666,48,42123.766,47.973904,48.57143,44.666668,3,1
564901,44.666668,72.23111,66386,22128.666,144,44935.223,45.19025,48.857143,44.666668,3,1
564905,44.666668,72.23111,62955,20985.0,53,42555.1,47.653084,48.714287,44.666668,3,1
564907,44.666668,72.23111,104555,34851.668,17,72207.625,28.693033,49.142857,44.666668,3,1
564910,44.666668,72.23111,73339,24446.334,42,50082.96,40.90593,48.714287,44.666668,3,1
564912,44.666668,72.23111,72961,24320.334,41,49512.324,41.11786,48.57143,44.666668,3,1
564913,44.666668,72.23111,69400,23133.334,34,47171.8,43.227665,48.857143,44.666668,3,1
564915,44.666668,72.23111,71936,23978.666,52,48755.72,41.703735,48.714287,44.666668,3,1
564926,44.666668,72.23111,78526,26175.334,72,53858.203,38.203907,49.142857,44.666668,3,1
564934,44.666668,72.23111,59343,19781.0,40,39531.51,50.553562,48.714287,44.666668,3,1
564935,44.666668,72.23111,71845,23948.334,74,48728.14,41.756557,48.57143,44.666668,3,1
564936,44.666668,72.23111,66251,22083.666,57,44614.902,45.282337,48.857143,44.666668,3,1
564938,44.666668,72.23111,71930,23976.666,49,48765.62,41.707214,48.714287,44.666668,3,1
564946,44.666668,72.23111,85139,28379.666,49,58517.33,35.236496,49.142857,44.666668,3,1
564954,44.666668,72.23111,100707,33569.0,47,69410.31,29.789389,48.714287,44.666668,3,1
564955,44.666668,72.23111,70845,23615.0,604,47018.36,42.345966,48.57143,44.666668,3,1
564956,44.666668,72.23111,70220,23406.666,67,47865.473,42.72287,48.857143,44.666668,3,1
564957,44.666668,72.23111,70109,23369.666,3,47708.496,42.790512,48.714287,44.666668,3,1
564965,44.666668,72.23111,75395,25131.666,50,51741.832,39.790436,49.142857,44.666668,3,1
564968,44.666668,72.23111,73735,24578.334,41,50390.55,40.68624,48.714287,44.666668,3,1
564969,44.666668,72.23111,65868,21956.0,88,44608.54,45.545635,48.57143,44.666668,3,1
564970,44.666668,72.23111,65808,21936.0,62,44829.863,45.587162,48.857143,44.666668,3,1
