Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Min,Bwd IAT Std,Bwd Packets/s,Avg Packet Size,Avg Bwd Segment Size,Subflow Bwd Packets,Label
6,0,257,257,257,0,3891.0505,186.66667,6,1,0
85.78125,220.24059,10700000,534182.4,502,825224.9,2.5447006,89.679245,85.78125,32,1
0,0,5826282,2913141,687,0,0.17163604,0,0,1,2
85.78125,220.24059,11200000,560982.1,320,842648.6,2.4560692,89.679245,85.78125,32,1
12.533334,14.54975,6024459,753057.4,3,1218404.2,1.7181913,12.375,12.533334,15,1
0,0,859,429.5,20,0,1164.1444,0,0,1,5
0,0,5470688,2735344,889,0,0.18279237,0,0,1,6
0,0,5793354,2896677,917,0,0.17261158,0,0,1,2
85.78125,220.24059,9316718,465835.9,471,713716.5,2.868213,89.679245,85.78125,32,1
85.78125,220.24059,10300000,512823.94,486,767384.8,2.6879592,89.679245,85.78125,32,1
0,0,0,0,0,0,50000,0,0,1,1
6,0,1002750,501375,501036,392.44427,2.9894621,3,6,3,1
6,0,0,0,0,0,7352.9414,5,6,1,5
6,0,0,0,0,0,45454.547,9,6,1,1
44.666668,72.23111,74250,24750,62,50818.35,40.40404,48.857143,44.666668,3,1
85.78125,220.24059,9743900,487195,244,759898.56,2.7402732,89.679245,85.78125,32,1
0,0,227,227,227,0,4405.286,9.333333,0,1,1
10,14.142136,4225,1408.3334,4,0,473.37277,3.3333333,10,2,5
0,0,196,196,196,0,5102.041,9.333333,0,1,1
0,0,206,206,206,0,4854.369,9.333333,0,1,1
0,0,5857439,2928719.5,876,0,0.17072308,0,0,1,2
85.78125,220.24059,11600000,553510.56,1065,855752.3,2.4099813,88.01852,85.78125,32,1
0,0,667,333.5,3,0,1499.2504,0,0,1,5
12.533334,14.54975,6899048,862381,4,1407523,1.4871049,12.416667,12.533334,15,1
2319,3170.4038,99000000,19800000,0,65815.52,0.050432876,1081.091,2319,5,4
44.666668,72.23111,91841,30613.666,49,63032.207,32.66515,49.142857,44.666668,3,1
12.533334,14.54975,6504618,813077.25,225,1413610.4,1.494148,11.875,12.533334,15,1
2320.2,2207.3413,4313,2156.5,164,17787.66,118.54803,1453.375,2320.2,5,3
6,0,1024127,512063.5,509322,3916.6646,2.927569,3,6,3,1
85.78125,220.24059,10900000,546371.2,524,827495.7,2.554119,89.679245,85.78125,32,1
10,14.142136,6719,2239.6667,452,0,297.66333,3.3333333,10,2,5
85.78125,220.24059,9926753,496337.66,548,799248.2,2.6401694,89.679245,85.78125,32,1
83.181816,217.28574,9806730,516143.7,3,781392.9,2.698786,89.679245,83.181816,33,1
44.666668,72.23111,87850,29283.334,45,59964.07,34.149117,48.714287,44.666668,3,1
0,0,490,490,490,0,891.2656,0,0,2,1
0,0,1024094,341364.66,1,0,0,7.5,0,0,3
0,0,5365816,2682908,873,0,0.18636495,0,0,1,2
12.533334,14.54975,5986154,748269.25,3,1316931.9,1.5918633,12.208333,12.533334,15,1
0,0,200,200,200,0,5000,9.333333,0,1,1
0,0,5239918,2619959,666,0,0.19084269,0,0,1,6
9.866667,22.338669,243546,11597.429,3,43639.727,123.180016,1000.2692,9.866667,30,1
2321.4,4413.202,98800000,14100000,3,517.46844,0.050623566,897.61536,2321.4,5,3
12.533334,14.54975,5456284,682035.5,48,1112171.5,1.8767982,12.208333,12.533334,15,1
0,0,1252,626,75,0,798.72205,0,0,1,5
0,0,268,268,268,0,3731.3433,9.333333,0,1,1
12.533334,14.54975,6283098,785387.25,3,1242732.4,1.709735,11.958333,12.533334,15,1
0,0,921,460.5,48,0,1085.7764,0,0,1,5
0,0,3001646,1500823,997699,0,0,0,0,0,4
12.533334,14.54975,5644567,705570.9,16,1262165,1.6645783,12.416667,12.533334,15,1
2321.4,4455.1826,71200000,10200000,4,54457.3,0.07014749,897.61536,2321.4,5,3
0,0,657,328.5,3,0,1522.0701,0,0,1,5
199,0,3,3,3,0,9216.59,152.75,199,2,0
0,0,5883991,2941995.5,690,0,0.16995268,0,0,1,2
85.78125,220.24059,9905336,495266.8,519,731010.44,2.824072,89.679245,85.78125,32,1
0,0,5030897,2515448.5,1043,0,0.19877172,0,0,1,6
85.78125,220.24059,11100000,529944,488,821174,2.5020373,88.01852,85.78125,32,1
88.548386,223.315,11000000,613655.7,499,891061,2.3014665,95.06,88.548386,31,1
0,0,205,205,205,0,4878.049,9.333333,0,1,1
85.78125,220.24059,9649396,482469.8,404,742095.94,2.8091688,89.679245,85.78125,32,1
6,0,18400000,18400000,18400000,0,0.108671,3,6,2,5
0,0,194031,48507.75,1,0,0,7.2,0,0,3
0,0,5263171,2631585.5,895,0,0.18999952,0,0,1,6
0,0,5525504,2762752,706,0,0.18097897,0,0,1,2
0,0,0,0,0,0,18867.924,0,0,1,2
83.181816,217.28574,10200000,536685.1,659,750623.6,2.7906954,89.679245,83.181816,33,1
6,0,1029339,514669.5,513723,1062.7815,2.9133284,3,6,3,1
0,0,274,274,274,0,3649.635,9.333333,0,1,1
0,0,223,223,223,0,4484.305,9.333333,0,1,1
0,0,223,223,223,0,4484.305,9.333333,0,1,1
44.666668,72.23111,80229,26743,21,54995.23,37.392963,48.714287,44.666668,3,1
0,0,0,0,0,0,10101.01,0,0,2,0
12.533334,14.54975,6222633,777829.1,3,1250445.2,1.6762536,12.625,12.533334,15,1
0,0,5832040,2916020,704,0,0.17146659,0,0,1,2
0,0,737,368.5,16,0,1356.852,0,0,1,5
12.533334,14.54975,5704311,713038.9,48,1224008.9,1.7251111,12.125,12.533334,15,1
0,0,5802543,2901271.5,700,0,0.17233823,0,0,1,2
12.533334,14.54975,6579969,822496.1,3,1329538,1.5987917,12.166667,12.533334,15,1
12.533334,14.54975,5848862,731107.75,3,1349530,1.5694096,12.083333,12.533334,15,1
1934.5,2538.9192,817,408.5,69,240010.95,11.155195,1292.5555,1934.5,6,3
6,0,992308,496154,492301,5402.296,3.0217597,3,6,3,1
6,0,1013634,506817,500003,9709.99,2.9580636,3,6,3,1
0,0,5489819,2744909.5,610,0,0.18215537,0,0,1,6
85.78125,220.24059,9737985,486899.25,314,751295.56,2.7292845,89.98113,85.78125,32,1
12.533334,14.54975,5489238,686154.75,191,1196816.2,1.743653,12.125,12.533334,15,1
12.533334,14.54975,6533233,816654.1,9,1295574.6,1.5997537,12.416667,12.533334,15,1
12.533334,14.54975,6487070,810883.75,300,1249941.1,1.6707911,12.5,12.533334,15,1
0,0,244,244,244,0,4098.361,9.333333,0,1,1
0,0,5874411,2937205.5,699,0,0.17022984,0,0,1,2
12.533334,14.54975,5626990,703373.75,4,1190713.5,1.7484704,12.125,12.533334,15,1
83.181816,217.28574,11700000,531215.75,939,843969.7,2.473227,84.875,83.181816,33,1
0,0,10100000,3369414.2,287,0,0,7.5,0,0,3
2321.4,4413.202,620,310,90,41189.188,59.807896,1454.125,2321.4,5,3
0,0,247,247,247,0,4048.583,9.333333,0,1,1
0,0,5788502,2894251,883,0,0.17275627,0,0,1,6
0,0,979,489.5,159,0,1021.45044,0,0,1,5
83.181816,217.28574,11300000,539731.1,541,831327.1,2.473909,86.41818,83.181816,33,1
1656.4286,1760.5973,98300000,16400000,5,40100000,0.07110444,855.5,1656.4286,7,4
12.533334,14.54975,6774446,846805.75,212,1320963.8,1.5739895,12,12.533334,15,1
526.7143,1199.3623,11500000,1276132.8,43,4071296.2,0.6094803,277.2353,526.7143,7,0
1932.5,1754.8314,84700000,8471761,0,104694.48,0.070710465,719.94116,1932.5,6,4
0,0,660,330,3,0,1515.1515,0,0,1,5
83.181816,217.28574,11200000,587530.1,474,803069.75,2.6286693,89.679245,83.181816,33,1
12.533334,14.54975,6394240,799280,4,1388904.2,1.5086813,12.625,12.533334,15,1
85.78125,220.24059,10100000,506239.25,520,763017.9,2.780569,89.679245,85.78125,32,1
12.533334,14.54975,6519176,814897,191,1268974.5,1.6472872,12.5,12.533334,15,1
6,0,0,0,0,0,62500,5,6,1,5
0,0,0,0,0,0,15151.516,0,0,1,2
12.533334,14.54975,6187048,773381,248,1273940.8,1.6435249,12.041667,12.533334,15,1
85.78125,220.24059,10300000,516476.34,494,812574.7,2.5599937,89.679245,85.78125,32,1
0,0,211,211,211,0,4739.3364,9.333333,0,1,1
6,0,0,0,0,0,10309.278,3,6,1,5
2320.2,3022.508,17040,8520,15,8430.732,267.0512,1453.375,2320.2,5,3
12.533334,14.54975,6225150,778143.75,3,1310298.9,1.5984669,12.25,12.533334,15,1
0,0,5859654,2929827,729,0,0.17065854,0,0,1,2
12.533334,14.54975,6766321,845790.1,268,1349531.4,1.5539142,11.958333,12.533334,15,1
88.548386,223.315,9425254,523625.22,582,772048.2,2.6567237,95.06,88.548386,31,1
0,0,5153021,2576510.5,880,0,0.19406092,0,0,1,2
6,0,1013801,506900.5,496896,13937.782,2.956976,3,6,3,1
94,0,31418,10472.667,4,0,31.858294,60.5,94,2,0
12.533334,14.54975,5504905,688113.1,3,1191243,1.7559012,12,12.533334,15,1
12.533334,14.54975,5564602,695575.25,3,1190955.2,1.7301172,12.25,12.533334,15,1
12.533334,14.54975,5657217,707152.1,1,1158862,1.7862674,12.125,12.533334,15,1
0,0,65,65,65,0,0,14,0,0,1
1658.1428,2137.297,873,436.5,144,660046.7,4.32562,1163.3,1658.1428,7,3
12.533334,14.54975,6086117,760764.6,3,1219557.8,1.7164477,12.25,12.533334,15,1
0,0,5527176,2763588,885,0,0.18092422,0,0,1,2
85.78125,220.24059,9676213,483810.66,374,781629.06,2.6438406,89.679245,85.78125,32,1
6,0,1009881,504940.5,500029,6672.26,2.9688802,3,6,3,1
2,0,782,782,782,0,1278.7723,4,2,1,5
12.533334,14.54975,5907589,738448.6,4,1161612.9,1.753696,12.125,12.533334,15,1
0,0,344,344,344,0,2906.9768,9.333333,0,1,1
0,0,2001875,500468.75,4,0,0,7.2,0,0,3
2,0,609,609,609,0,1642.0361,4,2,1,5
0,0,227,227,227,0,4405.286,9.333333,0,1,1
127,0,93,93,93,0,82.40966,86.75,127,2,0
12.533334,14.54975,6143293,767911.6,211,1297422.9,1.6125427,11.958333,12.533334,15,1
0,0,456,228,1,0,2192.9824,0,0,1,5
85.78125,220.24059,10300000,492793.38,399,756045,2.720258,88.01852,85.78125,32,1
2,0,548,548,548,0,1824.8175,4,2,1,5
12.533334,14.54975,6824781,853097.6,303,1378611.1,1.5283077,12.083333,12.533334,15,1
12.533334,14.54975,5922165,740270.6,3,1194654.5,1.7517881,12.208333,12.533334,15,1
6,0,117000000,117000000,117000000,0,0.017158126,4,6,2,5
12,13.596218,4475174,559396.75,3,1266813.4,1.78764,7.470588,12,8,1
12.533334,14.54975,5257511,657188.9,44,1139378.1,1.8303674,12.291667,12.533334,15,1
0,0,221,221,221,0,4524.8867,9.333333,0,1,1
85.78125,220.24059,10800000,540936.56,488,816911.2,2.5637724,89.679245,85.78125,32,1
0,0,5917579,2958789.5,897,0,0.16898803,0,0,1,2
0,0,238,238,238,0,4201.6807,9.333333,0,1,1
83.181816,217.28574,9992125,475815.47,534,735904.2,2.8815207,86.41818,83.181816,33,1
12.533334,14.54975,5170253,646281.6,3,1238790.9,1.7196974,12.166667,12.533334,15,1
2900.25,4128.3193,22147,11073.5,279,239128.12,8.940685,1661,2900.25,4,3
6,0,0,0,0,0,24390.244,9,6,1,1
0,0,5056367,2528183.5,887,0,0.19777046,0,0,1,2
0,0,5903753,1475938.2,198,0,0,7.2,0,0,3
12.533334,14.54975,6088522,761065.25,56,1258879.9,1.6269944,12.083333,12.533334,15,1
0,0,288,288,288,0,3472.2222,9.333333,0,1,1
0,0,245,245,245,0,4081.6326,9.333333,0,1,1
83.181816,217.28574,9991289,475775.66,436,765295.9,2.781658,86.41818,83.181816,33,1
12.533334,14.54975,6505594,813199.25,3,1356227.4,1.5459915,12.25,12.533334,15,1
0,0,901,450.5,50,0,1109.8779,0,0,1,5
0,0,8005930,8005930,8005930,0,0,55.5,0,0,0
169,0,0,0,0,0,16.492397,144.5,169,1,0
85.78125,220.24059,9527548,453692.75,221,732549.5,2.7934437,88.01852,85.78125,32,1
85.78125,220.24059,11200000,531882.1,357,871014,2.3727431,88.01852,85.78125,32,1
12.533334,14.54975,5402872,675359,3,1237037,1.7015545,12.25,12.533334,15,1
44.666668,72.23111,63480,21160,20,42941.18,47.25898,48.714287,44.666668,3,1
12.533334,14.54975,5372215,671526.9,3,1117431.2,1.8650833,12.625,12.533334,15,1
0,0,229,229,229,0,4366.812,9.333333,0,1,1
0,0,219,219,219,0,4566.21,9.333333,0,1,1
12.533334,14.54975,6242452,780306.5,18,1315009.4,1.5891408,12.083333,12.533334,15,1
12.533334,14.54975,5816053,727006.6,220,1236417.2,1.6914036,11.916667,12.533334,15,1
6,0,0,0,0,0,8064.516,9,6,1,1
0,0,274,274,274,0,3649.635,9.333333,0,1,1
0,0,214,214,214,0,4672.897,9.333333,0,1,1
85.78125,220.24059,10000000,500133.94,315,771306.1,2.6847036,89.679245,85.78125,32,1
0,0,260,260,260,0,3846.1538,9.333333,0,1,1
2,0,671,671,671,0,1490.313,4,2,1,5
12.533334,14.54975,5844569,730571.1,238,1237507,1.6720567,12.416667,12.533334,15,1
0,0,273,273,273,0,3663.0037,9.333333,0,1,1
74.5,193.53821,15500000,485578.3,1,676408.9,2.4194582,73.4,74.5,42,1
0,0,5368933,2684466.5,821,0,0.18625675,0,0,1,6
125,0,0,0,0,0,32.364555,121.5,125,1,0
0,0,12,12,12,0,0,14,0,0,1
0,0,5235647,2617823.5,884,0,0.19099836,0,0,1,2
0,0,218,218,218,0,4587.156,9.333333,0,1,1
85.78125,220.24059,9136752,435083.44,18,742892.06,2.783828,88.01852,85.78125,32,1
88.548386,223.315,9082297,504572.06,273,719875.9,2.8041317,95.06,88.548386,31,1
2900.25,3540.003,70800000,10100000,227,297334,0.056076232,971.9167,2900.25,4,3
0,0,904,452,28,0,1106.1947,0,0,1,5
85.78125,220.24059,9976945,498847.25,471,774285.06,2.6569564,89.679245,85.78125,32,1
44.666668,72.23111,92733,30911,41,63962.758,32.350945,49.142857,44.666668,3,1
12.533334,14.54975,6588584,823573,1,1301379.8,1.6377465,12.291667,12.533334,15,1
2,0,461,461,461,0,2169.1975,4,2,1,5
0,0,5733714,2866857,850,0,0.17440702,0,0,1,2
2320.2,2207.3413,71400000,10200000,200,363653.7,0.06933226,897.1539,2320.2,5,3
0,0,240,240,240,0,4166.6665,9.333333,0,1,1
1932.5,2181.0083,98300000,16400000,1,2463.9473,0.06105505,923.61536,1932.5,6,4
2,0,457,457,457,0,2188.1838,4,2,1,5
110,0,4,4,4,0,12987.013,94,110,2,0
6,0,55200000,55200000,55200000,0,0.03625043,3,6,2,5
85.78125,220.24059,10100000,437028.97,178,745470.25,2.739045,84.875,85.78125,32,1
0,0,5647038,2823519,697,0,0.17708398,0,0,1,2
0,0,259,259,259,0,3861.004,9.333333,0,1,1
2901.75,5795.5005,475,237.5,2,1029246.7,2.2427897,1661.8572,2901.75,4,3
2,0,821,821,821,0,1218.0269,4,2,1,5
0,0,228,228,228,0,4385.965,9.333333,0,1,1
85.78125,220.24059,10700000,536710.4,574,808977,2.564131,89.679245,85.78125,32,1
72,0,0,0,0,0,19.294218,92,72,1,0
0,0,0,0,0,0,7936.508,0,0,1,1
6,0,0,0,0,0,31250,3,6,1,5
42.333332,73.32349,6028418,1507104.5,540,4246382.5,0.497643,36.875,42.333332,3,5
0,0,0,0,0,0,14285.714,0,0,1,0
0,0,235,235,235,0,4255.3193,9.333333,0,1,1
0,0,5625769,2812884.5,678,0,0.17775348,0,0,1,2
12.533334,14.54975,6044217,755527.1,3,1256729.8,1.6638974,12.541667,12.533334,15,1
0,0,5253203,2626601.5,698,0,0.19036005,0,0,1,2
2,0,550,550,550,0,1818.1818,4,2,1,5
44.666668,72.23111,76288,25429.334,18,52246,39.324665,186.57143,44.666668,3,1
881.25,1762.5,6448230,1612057.5,3,3382521.2,0.3493152,441.66666,881.25,4,4
12.533334,14.54975,6020674,752584.25,3,1218804.5,1.6823528,12.541667,12.533334,15,1
95,0,24783,8261,3,0,32.05488,57.5,95,2,0
0,0,5302934,2651467,1040,0,0.18857485,0,0,1,6
6,0,1000226,500113,500024,27.577164,2.996991,3,6,3,1
2,0,581,581,581,0,1721.1704,4,2,1,5
12.533334,14.54975,6232829,779103.6,4,1280854.6,1.6569213,12.208333,12.533334,15,1
0,0,232,232,232,0,4310.3447,9.333333,0,1,1
0,0,227,227,227,0,4405.286,9.333333,0,1,1
0,0,5657614,2828807,687,0,0.17675295,0,0,1,6
12.533334,14.54975,6597659,824707.4,212,1388574.2,1.5046885,12.375,12.533334,15,1
12.533334,14.54975,5623106,702888.25,4,1193590.9,1.7504034,12.375,12.533334,15,1
0,0,5272492,2636246,872,0,0.18966363,0,0,1,2
85.78125,220.24059,11200000,558281.6,498,847857.25,2.4250224,89.679245,85.78125,32,1
1932.5,2182.4683,99600000,16600000,1,3586.2778,0.060246024,920.1539,1932.5,6,4
0,0,5784839,2892419.5,905,0,0.17286566,0,0,1,2
88.548386,223.315,10700000,533887.9,972,798832.9,2.4694781,91.40385,88.548386,31,1
0,0,5518991,2759495.5,883,0,0.18119255,0,0,1,2
12.533334,14.54975,6471982,808997.75,3,1361447.5,1.5356857,11.75,12.533334,15,1
6,0,0,0,0,0,5376.344,3,6,1,5
12.533334,14.54975,5657742,707217.75,3,1147750.4,1.8164314,12.708333,12.533334,15,1
12.533334,14.54975,6498277,812284.6,222,1306996.5,1.6033316,12.333333,12.533334,15,1
117,0,0,0,0,0,16.296465,122.5,117,1,0
0,0,5780778,2890389,876,0,0.17298709,0,0,1,6
2,0,414,414,414,0,2415.459,4,2,1,5
12.533334,14.54975,5895689,736961.1,218,1263481,1.6559387,12.166667,12.533334,15,1
6,0,1024004,512002,509171,3827.569,2.9278862,3,6,3,1
85.78125,220.24059,10700000,536709.25,313,822357.9,2.4979022,89.679245,85.78125,32,1
12.533334,14.54975,6320487,790060.9,152,1271438.9,1.6486448,12.75,12.533334,15,1
12.533334,14.54975,5495636,686954.5,225,1227733.2,1.6996385,12.041667,12.533334,15,1
0,0,5356770,2678385,7072,0,0.18667966,0,0,1,6
6,0,0,0,0,0,9615.385,3,6,1,5
0,0,5523718,2761859,874,0,0.18103749,0,0,1,6
2,0,444,444,444,0,2252.2522,4,2,1,5
85.78125,220.24059,9838498,491924.9,320,759480.1,2.7038116,89.679245,85.78125,32,1
12.533334,14.54975,5252363,656545.4,249,1086367.5,1.918708,12.291667,12.533334,15,1
0,0,713,356.5,48,0,1402.5245,0,0,1,5
12.533334,14.54975,5721885,715235.6,593,1261602.2,1.661582,12.5,12.533334,15,1
0,0,2265958,566489.5,0,0,0,7.2,0,0,3
0,0,234,234,234,0,4273.5044,9.333333,0,1,1
0,0,321,321,321,0,3115.265,9.333333,0,1,1
0,0,603,301.5,1,0,1658.3748,0,0,1,5
85.78125,220.24059,9263972,441141.53,272,714813.5,2.8379335,88.01852,85.78125,32,1
1656.4286,2118.2273,84500000,16900000,1,64090.473,0.08268233,914.6923,1656.4286,7,4
79,0,47,47,47,0,5747.1265,71.75,79,2,0
88.548386,223.315,8895863,444793.16,302,765169.56,2.7121284,91.40385,88.548386,31,1
12.533334,14.54975,6304885,788110.6,311,1329549.1,1.5728791,12.125,12.533334,15,1
44.666668,72.23111,73349,24449.666,43,49925.98,40.900352,48.57143,44.666668,3,1
12.533334,14.54975,6380226,797528.25,19,1373836.1,1.5237747,12.166667,12.533334,15,1
88.548386,223.315,9540382,530021.25,341,739469.2,2.7136543,95.06,88.548386,31,1
6,0,996657,498328.5,497457,1175.2114,3.0087404,3,6,3,1
6,0,0,0,0,0,2564.1025,3,6,1,5
0,0,206,206,206,0,4854.369,9.333333,0,1,1
6,0,0,0,0,0,2666.6667,3,6,1,5
85.78125,220.24059,10800000,538181.3,548,852636.5,2.4357998,89.679245,85.78125,32,1
0,0,283,283,283,0,3533.5688,9.333333,0,1,1
0,0,1239,1239,1239,0,147.83058,4.5,0,2,4
0,0,5049157,2524578.5,683,0,0.19805287,0,0,1,2
0,0,251,251,251,0,3984.0637,9.333333,0,1,1
83.181816,217.28574,9450468,450022.28,225,762412.4,2.748848,86.41818,83.181816,33,1
44.666668,72.23111,73790,24596.666,67,50105.586,40.655914,48.857143,44.666668,3,1
1934.5,2538.9192,528,264,49,524158.3,5.114802,1292.5555,1934.5,6,3
0,0,203,203,203,0,4926.1084,9.333333,0,1,1
85.78125,220.24059,11900000,595558.7,554,916665.94,2.2770672,89.679245,85.78125,32,1
85.78125,220.24059,10300000,514564.66,529,779148.5,2.6264405,89.679245,85.78125,32,1
0,0,5280266,2640133,895,0,0.1893844,0,0,1,2
85.78125,220.24059,10800000,538750.9,322,814287.2,2.57114,89.679245,85.78125,32,1
0,0,263,263,263,0,3802.2812,9.333333,0,1,1
85.78125,220.24059,9353787,467689.34,374,722698.6,2.8442855,89.679245,85.78125,32,1
6,0,0,0,0,0,45454.547,5,6,1,5
85.78125,220.24059,11400000,495234.47,386,861978.7,2.425375,84.875,85.78125,32,1
0,0,5605529,2802764.5,892,0,0.1783953,0,0,1,6
0,0,206,206,206,0,4854.369,9.333333,0,1,1
12.533334,14.54975,6898127,862265.9,226,1340945.6,1.5750082,12.291667,12.533334,15,1
0,0,574,287,3,0,1742.1603,0,0,1,5
2,0,763,763,763,0,1310.616,4,2,1,5
12.533334,14.54975,6108342,763542.75,3,1279461.6,1.6311457,11.958333,12.533334,15,1
83.181816,217.28574,10600000,557455.06,369,842475.3,2.503748,89.98113,83.181816,33,1
100,0,3,3,3,0,9803.922,83,100,2,0
12.533334,14.54975,5608124,701015.5,247,1212147.2,1.7261274,12.083333,12.533334,15,1
12.533334,14.54975,6164270,770533.75,3,1280435.6,1.6320198,12.458333,12.533334,15,1
12.533334,14.54975,6079894,759986.75,4,1275705.6,1.653545,12.291667,12.533334,15,1
12.533334,14.54975,5806449,725806.1,220,1339720.9,1.5804675,12.333333,12.533334,15,1
0,0,287,287,287,0,115.86143,4.5,0,2,4
85.78125,220.24059,9473882,473694.1,283,750587.1,2.776207,89.679245,85.78125,32,1
1933.5,2189.773,24017,12008.5,951,757723.1,3.4779503,1291.8889,1933.5,6,3
0,0,0,0,0,0,18181.818,0,0,1,2
85.78125,220.24059,10200000,510788.8,273,784633.7,2.6282103,89.679245,85.78125,32,1
85.78125,220.24059,10300000,513390.94,273,774675.4,2.7235188,89.679245,85.78125,32,1
0,0,2405,601.25,193,0,0,0,0,0,5
0,0,5170435,2585217.5,691,0,0.19340733,0,0,1,2
85.78125,220.24059,10900000,544451.44,316,859991.94,2.410676,89.679245,85.78125,32,1
12.533334,14.54975,6677754,834719.25,3,1332703.5,1.5734105,12.416667,12.533334,15,1
6,0,0,0,0,0,6944.4443,3,6,1,5
0,0,5905000,2952500,676,0,0.16934802,0,0,1,6
12.533334,14.54975,4997987,624748.4,12,1034595.9,1.9909502,12.25,12.533334,15,1
2321.4,3802.3154,1028,514,115,18038.31,132.45735,1454.125,2321.4,5,3
85.78125,220.24059,10500000,523113.1,497,813732.4,2.554799,89.679245,85.78125,32,1
85.78125,220.24059,10200000,512482.06,536,760649.75,2.725753,89.679245,85.78125,32,1
2,0,680,680,680,0,1470.5883,4,2,1,5
78.268295,195.19772,15100000,486407.88,1,710484.6,2.3582716,74.095894,78.268295,41,1
44.666668,72.23111,64980,21660,36,44114.977,46.168053,48.857143,44.666668,3,1
12.533334,14.54975,5867925,733490.6,4,1245718.6,1.6831099,12.208333,12.533334,15,1
6,0,1001584,500792,500544,336.58282,2.993546,3,6,3,1
12.533334,14.54975,6103822,762977.75,3,1339550.6,1.5785165,11.958333,12.533334,15,1
0,0,259,259,259,0,3861.004,9.333333,0,1,1
12.533334,14.54975,6003516,750439.5,48,1124561.2,1.8270829,12.458333,12.533334,15,1
2320.2,3022.508,19200,9600,198,9178.353,220.62393,1453.375,2320.2,5,3
0,0,19096,4774,195,0,0,0,0,0,5
0,0,249,249,249,0,4016.0642,0,0,1,1
12.533334,14.54975,5652834,706604.25,247,1174328.9,1.780463,11.916667,12.533334,15,1
0,0,228,228,228,0,4385.965,9.333333,0,1,1
12.533334,14.54975,6165019,770627.4,4,1198914.8,1.7595764,12.125,12.533334,15,1
85.78125,220.24059,10700000,532743.06,333,832365.9,2.4641595,89.679245,85.78125,32,1
12.533334,14.54975,5377466,672183.25,49,1238017.2,1.6944876,12.125,12.533334,15,1
1172.8334,1538.2848,9046,1507.6666,423,2237389.8,1.1967998,598.2308,1172.8334,6,6
0,0,0,0,0,0,12345.679,0,0,1,1
85.78125,220.24059,8321089,361786.47,273,645591.56,3.1690881,84.875,85.78125,32,1
85.78125,220.24059,11700000,585885.4,236,883648.94,2.3473978,89.679245,85.78125,32,1
12.533334,14.54975,6349530,793691.25,4,1270549.5,1.6406837,12.333333,12.533334,15,1
85.78125,220.24059,10100000,504570.1,436,781930.25,2.6802678,89.679245,85.78125,32,1
0,0,251,251,251,0,3984.0637,9.333333,0,1,1
0,0,0,0,0,0,33.681374,0,0,1,0
92.5,185,4785988,1595329.4,683,2826226.2,0.40867487,94.125,92.5,4,2
2,0,780,780,780,0,1282.0513,4,2,1,5
1656.4286,2120.7322,84800000,17000000,993,34600000,0.08242259,924.2308,1656.4286,7,4
12.533334,14.54975,6062856,757857,48,1244205.4,1.6694648,12.041667,12.533334,15,1
85.78125,220.24059,10600000,529920.4,799,778989.44,2.6636605,89.679245,85.78125,32,1
85.78125,220.24059,8910598,445529.9,585,705448,2.983397,89.679245,85.78125,32,1
0,0,5184440,2592220,883,0,0.19288486,0,0,1,6
44.666668,72.23111,103629,34543,19,71441.12,28.949425,49.142857,44.666668,3,1
0,0,266,266,266,0,3759.3984,9.333333,0,1,1
12.533334,14.54975,5455397,681924.6,4,1136694.4,1.8171265,12.083333,12.533334,15,1
20.5,28.991379,12517,4172.3335,623,0,159.7827,6.8333335,20.5,2,5
83.181816,217.28574,10600000,502576.94,516,768731.06,2.6994011,86.12727,83.181816,33,1
0,0,1003,501.5,80,0,997.009,0,0,1,5
2900.25,4128.3193,10964,10964,10964,5305.9136,239.43494,1936.8334,2900.25,4,3
2,0,518,518,518,0,1930.502,4,2,1,5
2319,3331.6382,84700000,12100000,1,64729.332,0.058914073,919.9231,2319,5,4
0,0,4144858,1381619.4,322,0,0,7.5,0,0,3
6,0,0,0,0,0,6451.613,5,6,1,5
12.533334,14.54975,6655336,831917,233,1326829.6,1.5906062,12.625,12.533334,15,1
0,0,213,213,213,0,4694.8354,9.333333,0,1,1
85.78125,220.24059,9932996,472999.8,273,767107.56,2.681067,88.01852,85.78125,32,1
6,0,0,0,0,0,10752.688,9,6,1,1
12.533334,14.54975,6633507,829188.4,234,1304012.5,1.6138128,12.416667,12.533334,15,1
85.78125,220.24059,11000000,552454.4,300,850020.94,2.4193296,89.679245,85.78125,32,1
0,0,218,218,218,0,4587.156,9.333333,0,1,1
85.78125,220.24059,9119245,455962.25,481,712027.5,2.888169,89.679245,85.78125,32,1
85.78125,220.24059,10500000,525195.56,314,840909.56,2.4630256,89.679245,85.78125,32,1
0,0,0,0,0,0,18867.924,0,0,1,1
0,0,231,231,231,0,4329.0044,9.333333,0,1,1
1932.5,1754.8314,84900000,14100000,1,60083.39,0.070561536,918.3077,1932.5,6,4
12.533334,14.54975,6179040,772380,4,1332929.4,1.5710026,12.291667,12.533334,15,1
0,0,5028615,2514307.5,866,0,0.19886191,0,0,1,6
12.533334,14.54975,5738372,717296.5,235,1208184.6,1.7532694,12.125,12.533334,15,1
12.533334,14.54975,5872954,734119.25,3,1176407.5,1.7808807,11.916667,12.533334,15,1
0,0,5724281,2862140.5,860,0,0.17469443,0,0,1,6
